name,gender,ratio,females,males,total
Karyme,F,100,1877,0,1877
Odette,F,100,1658,0,1658
Jalayna,F,100,202,0,202
Yosvani,M,100,0,22,22
Cynteria,F,100,17,0,17
Estiben,M,100,0,66,66
Austen,M,92,611,7189,7800
Tannisha,F,100,66,0,66
Rorrie,F,100,6,0,6
Nytasia,F,100,22,0,22
Dondie,F,100,5,0,5
Finnegan,M,99,37,5087,5124
Bryttnie,F,100,11,0,11
Lyth,M,100,0,6,6
Briamarie,F,100,6,0,6
Dredan,M,100,0,35,35
Aashita,F,100,6,0,6
Tarrik,M,100,0,6,6
Reico,M,100,0,10,10
Taric,M,100,0,5,5
Areonna,F,100,211,0,211
Latichia,F,100,13,0,13
Aallyah,F,100,5,0,5
Maximili,M,100,0,5,5
Jovel,M,100,0,28,28
Dorothyann,F,100,22,0,22
Tryell,M,100,0,5,5
Monchell,F,100,23,0,23
Thedra,F,100,10,0,10
Mazzie,F,100,143,0,143
Kamishia,F,100,6,0,6
Juliamarie,F,100,31,0,31
Deasiah,F,100,89,0,89
Muhab,M,100,0,6,6
Josina,F,100,16,0,16
Saurish,M,100,0,12,12
Avaiah,F,100,55,0,55
Atong,F,100,5,0,5
Jartavius,M,100,0,12,12
Alanmichael,M,100,0,221,221
Clive,M,100,0,1414,1414
Ajith,M,100,0,27,27
Tywand,M,100,0,5,5
Teirra,F,100,389,0,389
Keishawn,M,92,63,683,746
Trennen,M,100,0,30,30
Crecencio,M,100,0,65,65
Aldayr,M,100,0,5,5
Olivya,F,100,281,0,281
Shadd,M,100,0,243,243
Kealy,F,100,415,0,415
Yavonne,F,100,216,0,216
Sudha,F,100,15,0,15
Ervina,F,100,17,0,17
Taden,M,100,0,281,281
Leronda,F,100,64,0,64
Anaika,F,100,76,0,76
Kareme,M,100,0,5,5
Anzio,M,100,0,29,29
Tavare,M,100,0,38,38
Keishun,M,100,0,35,35
Illene,F,100,79,0,79
Serj,M,100,0,16,16
Madilin,F,100,35,0,35
Jabrielle,F,100,11,0,11
Linet,F,100,69,0,69
Anastasha,F,100,233,0,233
Kristalyn,F,100,573,0,573
Myreon,M,100,0,105,105
Marilina,F,100,5,0,5
Jazabel,F,100,19,0,19
Ibraaheem,M,100,0,5,5
Tomme,M,100,0,5,5
Latalya,F,100,13,0,13
Naily,F,100,13,0,13
Tameeka,F,100,937,0,937
Atrell,M,100,0,6,6
Dedrian,M,100,0,11,11
Perel,F,100,474,0,474
Sahitya,F,100,5,0,5
Elizabith,F,100,5,0,5
Santeria,F,100,40,0,40
Cornelis,M,100,0,20,20
Kimberli,F,100,3840,0,3840
Juanitta,F,100,34,0,34
Morrissey,M,77,5,17,22
Ezel,M,100,0,54,54
Rashauna,F,100,190,0,190
Judell,F,100,5,0,5
Harrison,M,100,203,50540,50743
Hardwick,M,100,0,5,5
Kaymin,F,100,9,0,9
Peityn,F,100,82,0,82
Anaias,M,100,0,11,11
Titilayo,F,100,101,0,101
Ashita,F,100,26,0,26
Jadasha,F,100,13,0,13
Parissa,F,100,87,0,87
Tailen,M,100,0,5,5
Charney,F,100,11,0,11
Lachaun,F,100,6,0,6
Constantinos,M,100,0,629,629
Shanija,F,100,38,0,38
Abdurrahmaan,M,100,0,5,5
Kiylah,F,100,62,0,62
Audriel,F,100,6,0,6
Maricka,F,100,12,0,12
Kruise,M,100,0,11,11
Rocklyn,F,68,51,24,75
Imothy,M,100,0,15,15
Madalynn,F,100,6395,0,6395
Lauire,F,100,6,0,6
Abtin,M,100,0,6,6
Ronon,M,100,0,41,41
Kahyla,F,100,11,0,11
Darryus,M,100,0,22,22
Angelita,F,100,7364,5,7369
Kierrah,F,100,211,0,211
Zishe,M,100,0,5,5
Roselena,F,100,28,0,28
Oshia,F,100,11,0,11
Michole,F,100,142,0,142
Beah,F,100,5,0,5
Stracy,F,100,11,0,11
Samario,M,100,0,18,18
Kinsler,M,88,25,183,208
Amerra,F,100,32,0,32
Akela,F,100,531,0,531
Sabrea,F,100,142,0,142
Quayshon,M,100,0,10,10
Kelei,F,100,6,0,6
Adelee,F,100,59,0,59
Samanthaann,F,100,13,0,13
Mateo,M,100,14,27275,27289
Gezelle,F,100,45,0,45
Keiandra,F,100,125,0,125
Cyree,M,100,0,45,45
Eurijah,M,100,0,6,6
Jaysiah,M,100,0,70,70
Radcliffe,M,100,0,11,11
Gilma,F,100,112,0,112
Kyira,F,100,109,0,109
Neako,M,100,0,11,11
Mati,F,73,46,17,63
Yume,F,100,19,0,19
Christalyn,F,100,272,0,272
Magdaline,F,100,507,0,507
Pamlea,F,100,97,0,97
Caiman,M,100,0,42,42
Caroleen,F,100,91,0,91
Makylie,F,100,101,0,101
Rashanti,F,100,26,0,26
Quentella,F,100,23,0,23
Hollynd,F,100,14,0,14
Laurrie,F,100,102,0,102
Angenette,F,100,377,0,377
Jatava,F,100,7,0,7
Jisha,F,100,11,0,11
Strella,F,100,11,0,11
Damiano,M,100,0,355,355
Diontay,M,100,0,152,152
Kendred,M,100,0,16,16
Saalihah,F,100,7,0,7
Krishnan,M,100,0,16,16
Laynie,F,100,1093,0,1093
Avianah,F,100,84,0,84
Tycho,M,100,0,154,154
Areial,F,100,46,0,46
Sarvia,F,100,5,0,5
Estie,F,100,13,0,13
Keithin,M,100,0,5,5
Angilina,F,100,5,0,5
Kaloyan,M,100,0,19,19
Alekhya,F,100,139,0,139
Laritha,F,100,5,0,5
Jaquavion,M,100,0,396,396
Johntez,M,100,0,17,17
Gustaf,M,100,0,214,214
Adriyan,M,100,0,32,32
Darby,F,74,7176,2511,9687
Eddye,F,90,56,6,62
Sirica,M,100,0,8,8
Kathyjo,F,100,129,0,129
Keylyn,F,100,35,0,35
Dearious,M,100,0,5,5
Caleigha,F,100,86,0,86
Sidora,F,100,5,0,5
Dazavion,M,100,0,5,5
Shaundell,M,89,5,42,47
Precilla,F,100,500,0,500
Jerrald,M,100,0,564,564
Smitha,F,100,51,0,51
Skyylar,F,88,38,5,43
Kevinchristophe,M,100,0,5,5
Zaylon,M,100,0,245,245
Morocco,M,100,0,30,30
Dennita,F,100,6,0,6
Niah,F,100,1113,0,1113
Brenai,F,100,5,0,5
Kyana,F,100,1949,0,1949
Keryn,F,100,320,0,320
Maurene,F,100,212,0,212
Olivier,M,100,5,1320,1325
Abegale,F,100,5,0,5
Naava,F,100,108,0,108
Clynton,M,100,0,10,10
Quinnton,M,100,0,340,340
Devraj,M,100,0,17,17
Annebelle,F,100,102,0,102
Edier,M,100,0,5,5
Ladejah,F,100,25,0,25
Jahseim,M,100,0,5,5
Tameko,F,100,270,0,270
Wanisha,F,100,74,0,74
Dharius,M,100,0,21,21
Charnisha,F,100,30,0,30
Illiyana,F,100,7,0,7
Roldan,M,100,0,259,259
Nirvana,F,100,642,0,642
Meral,F,100,77,0,77
Katalyn,F,100,62,0,62
Elexander,M,100,0,15,15
Tamare,M,55,10,12,22
Areatha,F,100,195,0,195
Brylan,M,92,67,804,871
Yaslene,F,100,81,0,81
Magalli,F,100,7,0,7
Shabana,F,100,159,0,159
Austi,F,100,20,0,20
Azlyn,F,100,542,0,542
Lisbed,F,100,24,0,24
Talaisha,F,100,8,0,8
Alecxia,F,100,5,0,5
Darelys,F,100,11,0,11
Melayna,F,100,424,0,424
Nayonna,F,100,52,0,52
Annabeth,F,100,1287,0,1287
Malikia,F,90,45,5,50
Amarious,M,100,0,39,39
Naishaun,M,100,0,5,5
Jonda,F,100,497,0,497
Winn,M,100,0,164,164
Wyn,M,78,17,59,76
Dkaiden,M,100,0,5,5
Jasielle,F,100,6,0,6
Jernika,F,100,5,0,5
Mannan,M,100,0,24,24
Geogory,M,100,0,10,10
Sarh,F,100,52,0,52
Shawndrika,F,100,22,0,22
Phabian,M,100,0,49,49
Dejane,F,100,161,0,161
Maleana,F,100,16,0,16
Tram,F,100,455,0,455
Sakima,M,67,5,10,15
Zuriah,F,96,138,6,144
Adrieanne,F,100,16,0,16
Vannessa,F,100,3166,0,3166
Trinna,F,100,134,0,134
Dipti,F,100,11,0,11
Kerstine,F,100,11,0,11
Lariza,F,100,187,0,187
Chazten,M,100,0,5,5
Stefanos,M,100,0,370,370
Johanna,F,100,35328,129,35457
Reyann,F,100,86,0,86
Saheim,M,100,0,29,29
Joannamarie,F,100,58,0,58
Kross,M,100,0,270,270
Tammis,F,100,6,0,6
Shulamite,F,100,5,0,5
Clarivel,F,100,80,0,80
Josuel,M,100,0,113,113
Nahjee,M,100,0,38,38
Timoth,M,100,0,113,113
Ayhem,M,100,0,34,34
Ramzy,M,100,0,314,314
Ashlyn,F,100,42313,54,42367
Domonic,M,97,67,2579,2646
Adysen,F,100,694,0,694
Jessi,F,82,5911,1265,7176
Guadalupe,F,75,49612,16291,65903
Raidel,M,100,0,12,12
Jurnei,F,100,46,0,46
Livia,F,100,5679,0,5679
Daschle,M,100,0,11,11
Deangel,F,100,33,0,33
Law,M,100,0,62,62
Shadayah,F,100,5,0,5
Zeline,F,100,12,0,12
Ibin,M,100,0,21,21
Meghin,F,100,193,0,193
Chrisitan,M,100,0,8,8
Rafeef,F,100,47,0,47
Allijah,M,100,0,24,24
Tanielle,F,100,134,0,134
Richardean,F,100,22,0,22
Sapan,M,100,0,24,24
Nikela,F,100,27,0,27
Inman,M,100,0,49,49
Rishon,M,100,0,192,192
Leone,F,71,365,150,515
Fantaysia,F,100,5,0,5
Elray,M,100,0,102,102
Merary,F,100,398,0,398
Alexanderjames,M,100,0,68,68
Ronelle,F,89,532,69,601
Mardie,F,83,25,5,30
Geena,F,100,1531,0,1531
Lakeithia,F,100,193,0,193
Lorrisa,F,100,5,0,5
Jazalle,F,100,13,0,13
Kameriah,F,100,6,0,6
Tyon,M,100,0,561,561
Anonda,F,100,45,0,45
Aleemah,F,100,13,0,13
Cabrini,F,100,63,0,63
Melaku,M,100,0,5,5
Levontae,M,100,0,26,26
Laqusha,F,100,5,0,5
Daffie,F,100,13,0,13
Bernasia,F,100,5,0,5
Mallorey,F,100,64,0,64
Aundreah,F,100,6,0,6
Marrio,M,100,0,368,368
Kohyn,M,100,0,11,11
Dorothey,F,100,139,0,139
Savan,M,100,0,97,97
Neydelin,F,100,20,0,20
Ciarrah,F,100,81,0,81
Duuana,F,100,6,0,6
Vaishali,F,100,194,0,194
Lloyd,M,100,225,50314,50539
Havah,F,100,70,0,70
Yvannia,F,100,5,0,5
Deveny,F,100,55,0,55
Claytin,M,100,0,45,45
Jaggyr,M,100,0,5,5
Tierza,F,100,47,0,47
Lotaya,F,100,5,0,5
Mersedes,F,100,75,0,75
Ziann,F,100,38,0,38
Panayotis,M,100,0,5,5
Queenasia,F,100,16,0,16
Ravene,F,100,13,0,13
Nayyirah,F,100,5,0,5
Keirrah,F,100,28,0,28
Breidyn,M,100,0,5,5
Landenn,M,100,0,5,5
Rubit,F,100,19,0,19
Aaliyaa,F,100,5,0,5
Mollee,F,100,676,0,676
Maloni,F,100,85,0,85
Dajonna,F,100,25,0,25
Shelbylynn,F,100,134,0,134
Twylla,F,100,172,0,172
Robt,M,100,0,5,5
Semhal,F,100,10,0,10
Patrisio,M,100,0,5,5
Weena,F,100,26,0,26
Danaia,F,100,5,0,5
Wareef,F,100,5,0,5
Memarie,F,100,17,0,17
Nykeshia,F,100,13,0,13
Malyssa,F,100,381,0,381
Mauriana,F,100,162,0,162
Marcie,F,100,14228,8,14236
Harliee,F,100,5,0,5
Norville,M,100,0,40,40
Yuliya,F,100,44,0,44
Jelah,F,100,11,0,11
Natavious,M,100,0,20,20
Jaydenmatthew,M,100,0,5,5
Rianon,F,100,5,0,5
Janashia,F,100,83,0,83
Kateland,F,100,659,0,659
Tremayne,M,99,39,3712,3751
Taliesin,M,100,0,117,117
Trayveon,M,100,0,350,350
Luzelena,F,100,314,0,314
Jevone,M,100,0,8,8
Torrey,M,80,1183,4806,5989
Finest,M,100,0,5,5
Franchon,F,100,91,0,91
Kyndra,F,100,2326,0,2326
Tyquon,M,100,0,182,182
Jewellia,F,100,6,0,6
Me,F,100,5,0,5
Deashley,F,100,24,0,24
Jassen,M,100,0,261,261
Mateah,F,100,22,0,22
Merrily,F,100,376,0,376
Yolonde,F,100,5,0,5
Danialle,F,100,155,0,155
Evelie,F,100,10,0,10
Ajiah,F,100,67,0,67
Erisha,F,100,28,0,28
Gustas,M,100,0,11,11
Somaya,F,100,694,0,694
Kwadjo,M,100,0,11,11
Jeanea,F,100,24,0,24
Tejal,F,100,299,0,299
Kenyette,F,100,100,0,100
Laiyla,F,100,159,0,159
Mikhai,M,100,0,111,111
Dakyrah,F,100,5,0,5
Kamaurion,M,100,0,28,28
Quaniesha,F,100,50,0,50
Yuta,M,100,0,346,346
Kiahnna,F,100,14,0,14
Lavan,M,100,0,216,216
Mele,F,100,744,0,744
Fara,F,100,929,0,929
Juliyan,M,100,0,30,30
Elliemay,F,100,19,0,19
Giorgio,M,100,0,1328,1328
Jeveon,M,100,0,11,11
Zierra,F,100,133,0,133
Tacorian,M,100,0,11,11
Anielka,F,100,21,0,21
Tramaine,M,75,561,1717,2278
Amadita,F,100,5,0,5
Ashe,M,72,52,137,189
Toprak,M,100,0,22,22
Cherub,F,100,29,0,29
Laterian,M,100,0,5,5
Keiosha,F,100,224,0,224
Hayyan,M,100,0,14,14
Lavi,M,100,0,47,47
Kaleeb,M,100,0,21,21
Markanthony,M,100,0,1690,1690
Elizabth,F,100,100,0,100
Martaja,F,100,5,0,5
Alvaro,M,100,5,13293,13298
Sabrinamarie,F,100,11,0,11
Lisandra,F,100,1553,0,1553
Jete,F,100,5,0,5
Janek,M,100,0,11,11
Glendine,F,100,16,0,16
Taneysha,F,100,5,0,5
Elysian,F,100,5,0,5
Carmisha,F,100,77,0,77
Ghana,F,100,12,0,12
Mey,F,100,39,0,39
Demarkio,M,100,0,5,5
Subhaan,M,100,0,37,37
Isamar,F,96,2065,91,2156
Shriyans,M,100,0,84,84
Larz,M,100,0,171,171
Shonae,F,100,10,0,10
Rhayna,F,100,14,0,14
Jadia,F,100,271,0,271
Laurana,F,100,155,0,155
Davd,M,100,0,29,29
Lecresha,F,100,20,0,20
Markey,M,98,5,271,276
Jeylen,F,71,12,5,17
Shataka,F,100,5,0,5
Bradli,F,100,5,0,5
Macray,M,100,0,8,8
Minela,F,100,54,0,54
Ahmond,M,100,0,20,20
Urias,M,100,0,158,158
Zakhai,M,100,0,42,42
Meyer,M,96,45,1157,1202
Matraca,F,100,85,0,85
Amsey,F,100,5,0,5
Janisse,F,100,85,0,85
Antaneisha,F,100,15,0,15
Veronika,F,100,2792,0,2792
Rhiannah,F,100,18,0,18
Briann,F,99,1512,20,1532
Pennye,F,100,185,0,185
Mickela,F,100,38,0,38
Riyann,F,100,5,0,5
Eiko,F,100,5,0,5
Hezron,M,100,0,18,18
Maslin,F,100,5,0,5
Krystn,F,100,110,0,110
Hedwig,F,100,107,0,107
Trejean,M,100,0,18,18
Tayveion,M,100,0,11,11
Charish,F,100,401,0,401
Nellene,F,100,44,0,44
Kytalin,F,100,5,0,5
Braxxton,M,100,0,57,57
Denyah,F,100,5,0,5
Jakauri,M,100,0,6,6
Samik,M,100,0,92,92
Monquez,M,100,0,17,17
Davant,M,100,0,14,14
Shandell,F,89,526,68,594
Omaria,F,100,152,0,152
Trevius,M,100,0,34,34
Kenenth,M,100,0,5,5
Kirina,F,100,5,0,5
Mily,F,100,347,0,347
Bernalee,F,100,5,0,5
Kingdon,M,100,0,5,5
Terree,F,100,90,0,90
Birttany,F,100,51,0,51
Delfino,M,100,0,1513,1513
Kealee,F,100,55,0,55
Vineta,F,100,45,0,45
Lavenna,F,100,5,0,5
Devontae,M,100,0,2502,2502
Niralya,F,100,23,0,23
Cheyan,F,100,132,0,132
Sohini,F,100,46,0,46
Alela,F,100,5,0,5
Maximillian,M,100,0,5043,5043
Yelizaveta,F,100,5,0,5
Sonrisa,F,100,38,0,38
Ronal,M,100,0,875,875
Isabelo,M,100,0,16,16
Kindalyn,F,100,6,0,6
Meli,F,100,82,0,82
Talen,M,97,44,1564,1608
Jashon,M,99,6,818,824
Bienvenida,F,100,8,0,8
Aizah,F,100,169,0,169
Saiah,F,100,10,0,10
Maydelin,F,100,82,0,82
Lutz,M,100,0,5,5
Kenlei,F,100,70,0,70
Vinn,M,100,0,5,5
Therone,M,100,0,5,5
Andreous,M,100,0,10,10
Qunesha,F,100,26,0,26
Taavi,M,100,0,61,61
Sariaha,F,100,5,0,5
Meagann,F,100,10,0,10
Rittney,F,100,15,0,15
Lauralea,F,100,23,0,23
Honoria,F,100,16,0,16
Emjay,F,55,28,23,51
Cherlene,F,100,50,0,50
Leamarie,F,100,13,0,13
Imaria,F,100,26,0,26
Yabdiel,M,100,0,25,25
Danute,F,100,11,0,11
Angeles,F,98,2940,59,2999
Denay,F,100,510,0,510
Aginah,F,100,6,0,6
Troyvon,M,100,0,10,10
Zaharah,F,100,71,0,71
Asani,F,77,306,93,399
Simiya,F,100,30,0,30
Remonia,F,100,251,0,251
Angelynna,F,100,7,0,7
Kelaiah,F,100,156,0,156
Kemar,M,100,0,445,445
Noorjahan,F,100,5,0,5
Cabral,M,100,0,5,5
Shariyah,F,100,355,0,355
Apurva,F,78,101,28,129
Deadre,F,100,51,0,51
Adryon,M,100,0,15,15
Abisag,F,100,16,0,16
Maxym,M,100,0,13,13
Tymara,F,100,64,0,64
Kristl,F,100,95,0,95
Lagena,F,100,134,0,134
Clary,F,64,119,66,185
Miketa,F,100,11,0,11
Aydn,M,100,0,136,136
Kaliyan,F,100,50,0,50
Rilen,M,100,0,90,90
Conya,F,100,65,0,65
Genghis,M,100,0,6,6
Asuzena,F,100,85,0,85
Harlequinn,F,100,10,0,10
Shauri,F,100,48,0,48
Brandun,M,100,0,99,99
Jeremie,M,98,70,4082,4152
Crews,M,100,0,44,44
Valaysia,F,100,5,0,5
Mersaydes,F,100,39,0,39
Reionna,F,100,10,0,10
Kiki,F,97,896,25,921
Wetzel,M,100,0,58,58
Denton,M,100,0,3146,3146
Brookston,M,100,0,17,17
Mykenzie,F,100,1021,0,1021
Shep,M,100,0,12,12
Briajah,F,100,12,0,12
Jaryia,F,100,11,0,11
Kadenze,F,100,5,0,5
Kenzia,F,100,5,0,5
Dmoni,M,100,0,39,39
Kevondrick,M,100,0,8,8
Teleshia,F,100,54,0,54
Breyana,F,100,1077,0,1077
Florita,F,100,210,0,210
Daejon,M,100,0,340,340
Benson,M,100,0,5880,5880
Keyshone,M,100,0,7,7
Hartlie,F,100,7,0,7
Kiayanna,F,100,5,0,5
Kamelo,M,100,0,5,5
Noami,F,100,547,0,547
Jaxlynn,F,100,8,0,8
Edmound,M,100,0,5,5
Chaplin,M,100,0,11,11
Shahrzad,F,100,124,0,124
Antwinette,F,100,13,0,13
Areisy,F,100,21,0,21
Yena,F,100,162,0,162
Kieli,F,100,66,0,66
Ranesha,F,100,464,0,464
Lexah,F,100,6,0,6
Kayelle,F,100,5,0,5
Jatorria,F,100,11,0,11
Brasen,M,100,0,143,143
Brittanee,F,100,664,0,664
Danyel,F,80,2495,625,3120
Antario,M,100,0,161,161
Sarye,F,100,56,0,56
Sequoyia,F,100,5,0,5
Zyonna,F,100,364,0,364
Luqmaan,M,100,0,37,37
Hue,M,72,89,234,323
Maylet,F,100,11,0,11
Mayher,F,100,5,0,5
Tyrone,M,99,703,72109,72812
Amanada,F,100,369,0,369
Auguste,M,94,13,216,229
Kyston,M,100,0,60,60
Ridgely,M,90,5,46,51
Courtnei,F,100,229,0,229
Mikeria,F,100,138,0,138
Husain,M,100,0,280,280
Viktorija,F,100,12,0,12
Jadelin,F,100,80,0,80
Kellian,F,100,15,0,15
Jocob,M,100,0,341,341
Michellie,F,100,31,0,31
Quinsha,F,100,10,0,10
Priscylla,F,100,22,0,22
Udona,F,100,5,0,5
Ralen,M,100,0,20,20
Sbeidy,F,100,5,0,5
Jaleesia,F,100,17,0,17
Xanthia,F,100,37,0,37
Nastazia,F,100,5,0,5
Devaris,M,100,0,127,127
Skylen,F,59,110,76,186
Latera,F,100,98,0,98
Mutasim,M,100,0,49,49
Sartaj,M,100,0,109,109
Xitllali,F,100,52,0,52
Jayliah,F,100,145,0,145
Rainer,M,99,10,769,779
Rhyann,F,100,307,0,307
Cortnei,F,100,35,0,35
Traneka,F,100,5,0,5
Meleana,F,100,205,0,205
Charnissa,F,100,32,0,32
Cylin,M,100,0,12,12
Kadean,M,100,0,10,10
Lydiah,F,100,194,0,194
Vy,F,97,1031,37,1068
Kehinde,M,64,81,147,228
Jamya,F,100,4841,0,4841
Rund,F,100,7,0,7
Lauritz,M,100,0,15,15
Tyishia,F,100,62,0,62
Dushaun,M,100,0,72,72
Ellenmarie,F,100,33,0,33
Loralai,F,100,212,0,212
Brithny,F,100,6,0,6
Sharletha,F,100,5,0,5
Maija,F,100,1060,0,1060
Sharan,F,94,764,53,817
Lissete,F,100,432,0,432
Zela,F,100,28,0,28
Niya,F,100,3686,0,3686
Infinite,M,100,0,44,44
Wakina,F,100,9,0,9
Neiya,F,100,6,0,6
Cathryne,F,100,278,0,278
Jersey,F,92,2425,203,2628
Shakela,F,100,456,0,456
Nephi,M,100,0,592,592
Myers,M,93,11,156,167
Astrid,F,100,6183,0,6183
Bronsen,M,100,0,129,129
Areena,F,100,11,0,11
Martinque,F,100,6,0,6
Migna,F,100,21,0,21
Aleicia,F,100,91,0,91
Zaher,M,100,0,10,10
Janila,F,100,146,0,146
Geric,M,100,0,17,17
Bailye,F,100,5,0,5
Shaquana,F,100,2286,0,2286
Rodd,M,100,0,763,763
Shaguanda,F,100,6,0,6
Nasser,M,100,0,985,985
Thaiz,F,100,54,0,54
Magdalen,F,100,1005,0,1005
Debraha,F,100,11,0,11
Kathern,F,100,1580,0,1580
Kyreem,M,100,0,30,30
Citlali,F,100,3373,0,3373
Tinzleigh,F,100,5,0,5
Shaylia,F,100,31,0,31
Kareese,F,100,5,0,5
Cartier,M,86,118,742,860
Jule,F,64,650,369,1019
Jovonn,M,81,5,22,27
Zahava,F,100,490,0,490
Bran,M,100,0,148,148
Cymon,M,100,0,15,15
Teagyn,F,93,112,8,120
Delmar,M,100,17,3747,3764
Verlane,F,100,8,0,8
Haron,M,100,0,123,123
Maryem,F,100,68,0,68
Ledarrius,M,100,0,118,118
Niza,F,100,133,0,133
Joshoua,M,100,0,10,10
Eridani,F,100,5,0,5
Effren,M,100,0,5,5
Lylli,F,100,28,0,28
Molley,F,100,219,0,219
Adlan,M,100,0,5,5
Milton,M,100,187,38079,38266
Talaiah,F,100,6,0,6
Tary,M,61,30,46,76
Arlita,F,100,86,0,86
Tristen,M,82,4051,18496,22547
Gillen,M,100,0,5,5
Daiquan,M,100,0,748,748
Cydnee,F,100,892,0,892
Revyn,M,100,0,7,7
Parris,M,53,1477,1649,3126
Mahd,M,100,0,38,38
Desireah,F,100,7,0,7
Jerelly,F,100,8,0,8
Samyia,F,100,326,0,326
Mckynsie,F,100,7,0,7
Tondalayo,F,100,7,0,7
Blazer,M,100,0,10,10
Keshea,F,100,22,0,22
Kyndrah,F,100,10,0,10
Teesa,F,100,11,0,11
Jescenia,F,100,5,0,5
Lorance,M,100,0,33,33
Delayney,F,100,11,0,11
Dalina,F,100,390,0,390
Lekecia,F,100,56,0,56
Herney,M,100,0,5,5
Ebrima,M,100,0,203,203
Shylei,F,100,5,0,5
Glendalys,F,100,12,0,12
Brelan,M,100,0,68,68
Anani,F,100,179,0,179
Jamaal,M,99,45,8022,8067
Valeriano,M,100,0,84,84
Alyia,F,100,450,0,450
Isabela,F,100,8438,0,8438
Skyye,F,100,48,0,48
Makaden,M,100,0,28,28
Dorsey,M,84,323,1695,2018
Tysen,M,99,10,1303,1313
Rayen,F,53,71,62,133
Mosi,M,85,11,62,73
Jasher,M,100,0,55,55
Jadarrien,M,100,0,5,5
Claven,M,100,0,5,5
Tristram,M,100,0,114,114
Teighlor,F,100,243,0,243
Macilyn,F,100,13,0,13
Junnie,F,100,25,0,25
Darlinda,F,100,199,0,199
Emmanul,M,100,0,5,5
Tennie,F,100,311,0,311
Shanekqa,F,100,5,0,5
Essien,M,100,0,40,40
Natnael,M,100,0,216,216
Minah,F,100,169,0,169
Trauis,M,100,0,22,22
Delshon,M,100,0,58,58
Harshan,M,100,0,41,41
Jaabir,M,100,0,5,5
Kamilla,F,100,1317,0,1317
Danicia,F,100,100,0,100
Yenitza,F,100,16,0,16
Christianne,F,100,1412,0,1412
Jermeka,F,100,107,0,107
Alayshia,F,100,559,0,559
Jakyra,F,100,918,0,918
Skipper,M,100,0,683,683
Havik,M,100,0,11,11
Ellieana,F,100,152,0,152
Yunique,F,100,97,0,97
Elom,M,100,0,11,11
Hollis,M,65,2773,5046,7819
Graydin,M,100,0,6,6
Apolonia,F,100,426,0,426
Primitivo,M,100,0,500,500
Koryna,F,100,26,0,26
Ahzariah,F,100,9,0,9
Plum,F,100,5,0,5
Michaelandrew,M,100,0,30,30
Jennarose,F,100,22,0,22
Solon,M,100,0,481,481
Aweys,M,100,0,10,10
Gracely,F,100,13,0,13
Yassmin,F,100,113,0,113
Rielle,F,100,287,0,287
Benjahmin,M,100,0,15,15
Astry,F,100,15,0,15
Jaydelin,F,100,12,0,12
Kammi,F,100,620,0,620
Jaymis,M,100,0,5,5
Vasia,F,100,5,0,5
Vana,F,100,370,0,370
Nikyla,F,100,139,0,139
Daytron,M,100,0,33,33
Dever,M,100,0,10,10
Behrang,M,100,0,9,9
Nevayah,F,100,213,0,213
Alfreida,F,100,239,0,239
Janiesha,F,100,87,0,87
Orena,F,100,10,0,10
Naseir,M,100,0,6,6
Oralee,F,100,53,0,53
Anaija,F,100,110,0,110
Felechia,F,100,30,0,30
Cherlonda,F,100,5,0,5
Lavitta,F,100,6,0,6
Halei,F,100,362,0,362
Graysen,M,77,502,1644,2146
Kimberl,F,100,62,0,62
Lingxi,F,100,5,0,5
Pradeep,M,100,0,62,62
Annajoy,F,100,5,0,5
Crystabel,F,100,5,0,5
Salay,F,100,5,0,5
Taylr,F,100,80,0,80
Arisbel,F,100,75,0,75
Vikhyath,M,100,0,5,5
Gabrielmichael,M,100,0,10,10
Meegan,F,100,979,0,979
Millisa,F,100,255,0,255
Teylar,F,100,16,0,16
Waine,M,100,0,14,14
Makynna,F,100,371,0,371
Oman,M,100,0,35,35
Jadah,F,100,1692,0,1692
Lakeira,F,100,40,0,40
Margarida,F,100,22,0,22
Chanee,F,100,176,0,176
Miraj,M,88,10,72,82
Waleed,M,100,0,1476,1476
Alif,M,100,0,119,119
Misk,F,100,40,0,40
Kagen,M,97,17,471,488
Melania,F,100,1550,0,1550
Tadarius,M,100,0,376,376
Keeson,M,100,0,5,5
Kashanta,F,100,5,0,5
Johar,M,100,0,5,5
Levern,M,87,140,927,1067
Aleycia,F,100,33,0,33
Te,F,100,10,0,10
Kosi,M,100,0,7,7
Samira,F,100,5551,0,5551
Dierk,M,100,0,15,15
Ameeyah,F,100,10,0,10
Jammal,M,100,0,282,282
Taleeah,F,100,36,0,36
Shelagh,F,100,473,0,473
Yasmeli,F,100,6,0,6
Anikin,M,100,0,63,63
Addaley,F,100,28,0,28
Iyauna,F,100,75,0,75
Johnpaul,M,100,0,4884,4884
Eun,F,98,285,5,290
Zuleika,F,100,1040,0,1040
Shanann,F,100,34,0,34
Bethanye,F,100,5,0,5
Chard,M,100,0,5,5
Pavlo,M,100,0,31,31
Jovania,F,100,5,0,5
Micahya,F,100,45,0,45
Maddlynn,F,100,6,0,6
Alcide,M,100,0,114,114
Gerrit,M,100,0,1701,1701
Llesica,F,100,14,0,14
Zinia,F,100,53,0,53
Allenmichael,M,100,0,104,104
Chyla,F,100,350,0,350
Morticia,F,100,47,0,47
Saleah,F,100,148,0,148
Tairy,F,100,6,0,6
